task,LR (tuned + ensemble),RF (tuned + ensemble),XT (tuned + ensemble),CAT (tuned + ensemble),GBM (tuned + ensemble),XGB (tuned + ensemble),TA-REALMLP (tuned + ensemble),TA-TABM (tuned + ensemble),TA-TABDPT (default),TA-TABPFN-2.6 (default),TA-TABICLv2 (default),TA-TABPFN-3 (default)
bank_marketing-ba2b45409a51,1.0,0.8181818181818182,0.9090909090909091,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.0
biogeographical_ancestry_prediction-a940a550ed40,1.0,0.9090909090909091,0.6363636363636364,0.5454545454545454,0.7272727272727273,0.8181818181818182,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.0,0.09090909090909091,0.2727272727272727
biomechanical_orthopaedic_prediction-c744da7b0d83,0.0,0.8181818181818182,0.7272727272727273,0.45454545454545453,0.9090909090909091,1.0,0.36363636363636365,0.5454545454545454,0.6363636363636364,0.2727272727272727,0.18181818181818182,0.09090909090909091
bioresponse-63f85b558d70,1.0,0.6363636363636364,0.7272727272727273,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.8181818181818182,0.0,0.9090909090909091,0.18181818181818182
blood_tests_drink_prediction-aeec267edab7,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.9090909090909091,1.0,0.36363636363636365,0.45454545454545453,0.0,0.09090909090909091,0.18181818181818182,0.2727272727272727
blood_transfusion-c0b8fbb104f3,0.18181818181818182,1.0,0.9090909090909091,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.45454545454545453,0.6363636363636364,0.2727272727272727,0.5454545454545454,0.36363636363636365,0.0
body_density_prediction-19548b7220c1,0.6363636363636364,0.7272727272727273,0.5454545454545454,0.8181818181818182,0.9090909090909091,1.0,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.0
california_house_prices_2020-08905ffc576b,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.36363636363636365,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.6363636363636364,1.0,0.0,0.2727272727272727,0.18181818181818182
cardiotocography-172ef52f9a1b,1.0,0.2727272727272727,0.45454545454545453,0.0,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.6363636363636364,0.9090909090909091,0.7272727272727273,0.5454545454545454,0.8181818181818182
churn-4ae7db677764,1.0,0.7272727272727273,0.6363636363636364,0.36363636363636365,0.8181818181818182,0.5454545454545454,0.45454545454545453,0.9090909090909091,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091
cirrhosis_patient_survival_prediction-c8851fd8162a,0.36363636363636365,0.9090909090909091,1.0,0.7272727272727273,0.5454545454545454,0.8181818181818182,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.6363636363636364,0.0
clock_protein_toxicity-f1eed69eb784,1.0,0.8181818181818182,0.7272727272727273,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.9090909090909091,0.0,0.6363636363636364,0.5454545454545454
coffee_rating_prediction-5ff37781e0a3,0.8181818181818182,0.9090909090909091,1.0,0.45454545454545453,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.6363636363636364,0.0,0.18181818181818182,0.7272727272727273
coil_2000-d498c6d7849f,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.6363636363636364,0.5454545454545454,0.36363636363636365,1.0,0.0,0.09090909090909091,0.18181818181818182
concrete_compressive_strength-4c0702dec5d1,1.0,0.8181818181818182,0.9090909090909091,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.2727272727272727,0.6363636363636364,0.7272727272727273,0.0,0.18181818181818182,0.09090909090909091
credit_approval-a37d9105992b,1.0,0.0,0.9090909090909091,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.45454545454545453
credit_card_clients_default-9470ea90c86d,1.0,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.5454545454545454,0.6363636363636364,0.36363636363636365,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.0,0.18181818181818182
credit_g-6ced9fa4ef3f,0.7272727272727273,0.8181818181818182,1.0,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.6363636363636364,0.0,0.9090909090909091,0.5454545454545454,0.2727272727272727,0.09090909090909091
customer_satisfaction_in_airline-717af216790d,1.0,0.9090909090909091,0.8181818181818182,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.2727272727272727,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.0
dementia_prediction-d8ce15bd8d63,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.7272727272727273,0.0,0.45454545454545453,1.0,0.6363636363636364,0.8181818181818182,0.9090909090909091
diabetes_130_us-a06cb03600f0,0.8181818181818182,0.7272727272727273,0.9090909090909091,0.0,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.6363636363636364,1.0,0.36363636363636365,0.5454545454545454,0.2727272727272727
diamonds-910d3c5757be,1.0,0.9090909090909091,0.8181818181818182,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.5454545454545454,0.36363636363636365,0.2727272727272727,0.0
drug_induced_autoimmunity_prediction-752f934a6ee0,1.0,0.6363636363636364,0.45454545454545453,0.5454545454545454,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.36363636363636365,0.9090909090909091,0.18181818181818182,0.0,0.09090909090909091
early_learning_predictors-90d92cf6004c,1.0,0.8181818181818182,0.7272727272727273,0.09090909090909091,0.0,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.9090909090909091,0.2727272727272727,0.6363636363636364,0.5454545454545454
early_stage_diabetes_risk_prediction-51d4ebef5816,1.0,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.9090909090909091,0.6363636363636364,0.7272727272727273,0.8181818181818182,0.45454545454545453,0.5454545454545454,0.0,0.18181818181818182
ecoli_proteins-88ead48fb030,0.45454545454545453,0.9090909090909091,0.6363636363636364,0.2727272727272727,0.5454545454545454,1.0,0.09090909090909091,0.7272727272727273,0.36363636363636365,0.8181818181818182,0.0,0.18181818181818182
ecommerce_shipping-db33e797abb9,1.0,0.09090909090909091,0.7272727272727273,0.6363636363636364,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.36363636363636365,0.9090909090909091,0.45454545454545453,0.18181818181818182,0.0
emscad-1790bb44ad91,1.0,0.8181818181818182,0.36363636363636365,0.7272727272727273,0.45454545454545453,0.5454545454545454,0.18181818181818182,0.6363636363636364,0.9090909090909091,0.0,0.09090909090909091,0.2727272727272727
eryhemato_squamous_disease-a64cf6ea937e,0.09090909090909091,1.0,0.9090909090909091,0.36363636363636365,0.2727272727272727,0.8181818181818182,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.5454545454545454,0.0,0.18181818181818182
fiat_500-b26e24c630ed,1.0,0.8181818181818182,0.7272727272727273,0.36363636363636365,0.6363636363636364,0.5454545454545454,0.2727272727272727,0.9090909090909091,0.18181818181818182,0.45454545454545453,0.0,0.09090909090909091
fitness_club-95daf6614f7a,0.45454545454545453,1.0,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.9090909090909091,0.5454545454545454,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0
food_delivery_time-c2db6ce03f6d,1.0,0.7272727272727273,0.9090909090909091,0.0,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.8181818181818182,0.36363636363636365,0.09090909090909091,0.6363636363636364,0.5454545454545454
forensic_glass_identification-e304196b0ccc,1.0,0.36363636363636365,0.6363636363636364,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.5454545454545454,0.9090909090909091,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.0
forest_fires-7dc3af8601af,0.6363636363636364,1.0,0.5454545454545454,0.2727272727272727,0.8181818181818182,0.36363636363636365,0.45454545454545453,0.7272727272727273,0.0,0.9090909090909091,0.09090909090909091,0.18181818181818182
gallstone_disease-63982cfe3e7c,0.45454545454545453,1.0,0.8181818181818182,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0
garments_worker_productivity-7b6a94e87c93,1.0,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.5454545454545454,0.7272727272727273,0.0,0.8181818181818182,0.9090909090909091
ghanas_indigenous_intel-ecbbda50d44e,0.5454545454545454,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.0,0.18181818181818182,1.0,0.36363636363636365,0.9090909090909091,0.45454545454545453
give_me_some_credit-51f4a5f15bd6,0.7272727272727273,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.09090909090909091,1.0,0.6363636363636364,0.2727272727272727,0.0
hazelnut_spread_contaminant_detection-2e831ed5986d,0.9090909090909091,1.0,0.8181818181818182,0.7272727272727273,0.5454545454545454,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909091
healthcare_insurance_expenses-ad067e29f4ae,1.0,0.9090909090909091,0.8181818181818182,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727
heart_disease_cleveland-1e633334e0ef,0.09090909090909091,0.9090909090909091,0.0,0.45454545454545453,0.36363636363636365,1.0,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.5454545454545454,0.18181818181818182,0.2727272727272727
heart_disease_hungary-f5ca5cfb8352,0.09090909090909091,1.0,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.9090909090909091,0.18181818181818182,0.5454545454545454,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.0
heart_disease_va_long_beach-062b5d1dcb90,0.6363636363636364,0.18181818181818182,0.0,0.2727272727272727,0.8181818181818182,0.9090909090909091,1.0,0.7272727272727273,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.45454545454545453
heart_failure_followup_survival-25d12c8bf5bb,1.0,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.7272727272727273,0.18181818181818182,0.8181818181818182,0.2727272727272727,0.9090909090909091,0.45454545454545453,0.0,0.5454545454545454
heloc-d2ac12c6b994,1.0,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.36363636363636365,0.7272727272727273,0.0,0.09090909090909091,0.18181818181818182
hepatitis_c_prediction-d17a9e02b43b,1.0,0.7272727272727273,0.6363636363636364,0.5454545454545454,0.45454545454545453,0.8181818181818182,0.36363636363636365,0.2727272727272727,0.9090909090909091,0.09090909090909091,0.18181818181818182,0.0
hepatitis_survival_prediction-d1673748bbbe,0.6363636363636364,0.7272727272727273,0.5454545454545454,0.2727272727272727,1.0,0.9090909090909091,0.8181818181818182,0.18181818181818182,0.0,0.36363636363636365,0.09090909090909091,0.45454545454545453
hiva_agnostic-c4b35582c204,1.0,0.5454545454545454,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.0,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.45454545454545453
homeq_default_prediction-6da1464558b9,1.0,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0
horse_colic_survival-e1beb13d0b4e,1.0,0.6363636363636364,0.5454545454545454,0.8181818181818182,0.45454545454545453,0.2727272727272727,0.0,0.36363636363636365,0.9090909090909091,0.7272727272727273,0.18181818181818182,0.09090909090909091
hotel_booking_demand-9541da6f5a2b,0.45454545454545453,0.9090909090909091,0.8181818181818182,0.0,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.09090909090909091,1.0,0.5454545454545454,0.7272727272727273,0.6363636363636364
houses-ca1697d5c050,1.0,0.8181818181818182,0.9090909090909091,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0
hr_analytics-9f0cb22a2cd4,1.0,0.8181818181818182,0.9090909090909091,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.0,0.09090909090909091
immoscout_german_house_prices-58b4f389c67d,1.0,0.7272727272727273,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.6363636363636364,0.18181818181818182,0.2727272727272727,0.8181818181818182,0.0,0.09090909090909091,0.45454545454545453
in_vehicle_coupon_recommendation-102e68b480bd,1.0,0.7272727272727273,0.9090909090909091,0.2727272727272727,0.5454545454545454,0.6363636363636364,0.18181818181818182,0.0,0.8181818181818182,0.09090909090909091,0.45454545454545453,0.36363636363636365
indian_liver_patient_dataset-0216cd985bcf,0.6363636363636364,0.8181818181818182,0.2727272727272727,0.45454545454545453,0.9090909090909091,1.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.7272727272727273,0.0,0.18181818181818182
iranian_churn-87d6fa636729,1.0,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0
jm1-c8cfe392b650,1.0,0.5454545454545454,0.36363636363636365,0.45454545454545453,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.9090909090909091,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091
kdd_cup_09_appetency-72d0143e7c3d,0.8181818181818182,0.9090909090909091,0.5454545454545454,0.0,0.36363636363636365,0.09090909090909091,0.7272727272727273,0.6363636363636364,1.0,0.2727272727272727,0.18181818181818182,0.45454545454545453
kick-57821d387256,0.8181818181818182,1.0,0.9090909090909091,0.36363636363636365,0.45454545454545453,0.5454545454545454,0.2727272727272727,0.6363636363636364,0.7272727272727273,0.0,0.18181818181818182,0.09090909090909091
labour_inspection_compliance-17b501f52bd1,1.0,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.5454545454545454,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.9090909090909091,0.6363636363636364,0.09090909090909091,0.0
ljubljana_breast_cancer-28c8b88c6b23,0.36363636363636365,1.0,0.9090909090909091,0.45454545454545453,0.6363636363636364,0.5454545454545454,0.8181818181818182,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091
ljubljana_primary_tumor-b1acf2d83b0d,1.0,0.8181818181818182,0.5454545454545454,0.7272727272727273,0.36363636363636365,0.6363636363636364,0.09090909090909091,0.0,0.9090909090909091,0.45454545454545453,0.2727272727272727,0.18181818181818182
lung_cancer-48c9b1f8934d,0.36363636363636365,1.0,0.6363636363636364,0.8181818181818182,0.5454545454545454,0.9090909090909091,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.7272727272727273,0.0
lung_cancer_epithelial_genexp-ff6233558b2e,0.09090909090909091,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.5454545454545454,0.7272727272727273,0.45454545454545453,0.36363636363636365,0.0,0.18181818181818182,1.0,0.2727272727272727
marketing_campaign-45b76b0f0de6,0.5454545454545454,1.0,0.9090909090909091,0.7272727272727273,0.36363636363636365,0.6363636363636364,0.45454545454545453,0.2727272727272727,0.8181818181818182,0.09090909090909091,0.0,0.18181818181818182
maternal_health_risk-002da4815804,1.0,0.5454545454545454,0.45454545454545453,0.7272727272727273,0.9090909090909091,0.8181818181818182,0.36363636363636365,0.6363636363636364,0.0,0.2727272727272727,0.18181818181818182,0.09090909090909091
mercedes_benz_greener_manufacturing-da8ac0e00317,0.7272727272727273,1.0,0.6363636363636364,0.45454545454545453,0.2727272727272727,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.8181818181818182,0.09090909090909091,0.0,0.18181818181818182
miami_housing-77ada7242bed,1.0,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091
mic-ba10980b94f8,1.0,0.7272727272727273,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.45454545454545453,0.09090909090909091,0.0,0.9090909090909091,0.18181818181818182,0.2727272727272727,0.36363636363636365
mice_protein_trisomy_discriminant-14c7a0eb99a0,0.9090909090909091,0.6363636363636364,0.36363636363636365,0.8181818181818182,0.7272727272727273,1.0,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.0,0.18181818181818182
micro_mass-5deb16d4fa0e,0.0,0.7272727272727273,0.8181818181818182,0.2727272727272727,0.45454545454545453,0.9090909090909091,0.5454545454545454,0.09090909090909091,1.0,0.18181818181818182,0.36363636363636365,0.6363636363636364
musk-16dca0dbddf5,0.9090909090909091,0.8181818181818182,0.45454545454545453,1.0,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.6363636363636364,0.0,0.2727272727272727
mutual_funds_india-5fbf8efc1836,0.9090909090909091,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.5454545454545454,0.2727272727272727,0.36363636363636365,0.45454545454545453,1.0,0.18181818181818182,0.09090909090909091,0.0
naticusdroid_android_permissions_dataset-c7f072cebb01,0.9090909090909091,1.0,0.8181818181818182,0.18181818181818182,0.5454545454545454,0.6363636363636364,0.2727272727272727,0.45454545454545453,0.7272727272727273,0.36363636363636365,0.0,0.09090909090909091
obesity_estimation-37bb57808420,0.6363636363636364,0.7272727272727273,0.8181818181818182,0.9090909090909091,0.36363636363636365,1.0,0.5454545454545454,0.45454545454545453,0.0,0.2727272727272727,0.18181818181818182,0.09090909090909091
online_shoppers_purchasing_intention_dat-7c9d5262e1c0,1.0,0.9090909090909091,0.7272727272727273,0.6363636363636364,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.2727272727272727,0.8181818181818182,0.09090909090909091,0.18181818181818182,0.0
otto_group_product_classification_challe-08decc7aebcb,1.0,0.9090909090909091,0.8181818181818182,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.5454545454545454,0.0,0.2727272727272727
pancreatic_cancer_mouse_detection-bebbbfb72cb4,0.2727272727272727,0.8181818181818182,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.0,0.18181818181818182,1.0,0.09090909090909091
parkinsons_biomedical_voice_measurements-44c2da69ace1,0.9090909090909091,0.6363636363636364,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.7272727272727273,0.0,0.18181818181818182,0.8181818181818182,0.45454545454545453,0.5454545454545454,1.0
physiochemical_protein-d68ec1dd11a4,1.0,0.8181818181818182,0.9090909090909091,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.0
polish_companies_bankruptcy-c6e7be38cb09,1.0,0.8181818181818182,0.9090909090909091,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.36363636363636365,0.2727272727272727,0.45454545454545453,0.0,0.18181818181818182,0.09090909090909091
predict_students_dropout_and_academic_su-60806510bdda,0.7272727272727273,1.0,0.9090909090909091,0.45454545454545453,0.18181818181818182,0.6363636363636364,0.2727272727272727,0.5454545454545454,0.8181818181818182,0.09090909090909091,0.0,0.36363636363636365
prostate_cancer_detection-d59b58af2363,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.6363636363636364,0.36363636363636365,0.7272727272727273,0.9090909090909091,0.09090909090909091,1.0,0.0
pva_revenue_prediction_kddcup98-94a4b79d0042,1.0,0.5454545454545454,0.45454545454545453,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.9090909090909091,0.7272727272727273,0.8181818181818182,0.6363636363636364
qsar_aquatic_toxicity-96e503f00d74,1.0,0.7272727272727273,0.45454545454545453,0.5454545454545454,0.9090909090909091,0.8181818181818182,0.36363636363636365,0.6363636363636364,0.0,0.09090909090909091,0.2727272727272727,0.18181818181818182
qsar_biodeg-99edbe20f66b,1.0,0.9090909090909091,0.45454545454545453,0.8181818181818182,0.6363636363636364,0.7272727272727273,0.5454545454545454,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.0,0.09090909090909091
qsar_fish_toxicity-7d92081eed10,1.0,0.7272727272727273,0.45454545454545453,0.5454545454545454,0.8181818181818182,0.6363636363636364,0.2727272727272727,0.9090909090909091,0.0,0.36363636363636365,0.09090909090909091,0.18181818181818182
qsar_tid_11-34170685abe8,1.0,0.8181818181818182,0.7272727272727273,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.9090909090909091,0.0
regensburg_pediatric_appendicitis-e7c24901d0c7,0.8181818181818182,0.36363636363636365,0.5454545454545454,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.9090909090909091,1.0,0.18181818181818182,0.09090909090909091,0.0
santander_customer_satisfaction-504299481d76,0.8181818181818182,0.5454545454545454,0.7272727272727273,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.9090909090909091,0.0,1.0,0.6363636363636364
santander_transaction_value-46443292502e,0.9090909090909091,0.36363636363636365,0.6363636363636364,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.7272727272727273,0.8181818181818182,1.0,0.09090909090909091,0.18181818181818182,0.0
sat11_hand_algo_runtime-cda3af888024,1.0,0.7272727272727273,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.5454545454545454,0.6363636363636364,0.45454545454545453,0.9090909090909091,0.0,0.8181818181818182,0.09090909090909091
sberbank_housing_market_forecasting-54316cfd1a18,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.6363636363636364,0.5454545454545454,0.0,1.0,0.36363636363636365
sdss_17-3d9b16fdea21,1.0,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.6363636363636364,0.2727272727272727,0.9090909090909091,0.7272727272727273,0.8181818181818182,0.09090909090909091,0.18181818181818182,0.0
seismic_bumps-9636045db12f,1.0,0.8181818181818182,0.5454545454545454,0.45454545454545453,0.6363636363636364,0.36363636363636365,0.9090909090909091,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0
sepsis_survival_minimal_clinical_records-225532acc0df,0.8181818181818182,0.7272727272727273,0.6363636363636364,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.0,0.18181818181818182,0.9090909090909091,0.45454545454545453,1.0,0.2727272727272727
sf_permit_time-a3faf4c318ef,0.7272727272727273,0.5454545454545454,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.9090909090909091,1.0,0.0,0.45454545454545453,0.8181818181818182
south_africa_coronary_heart_disease-0e8d7cd42b03,0.0,1.0,0.6363636363636364,0.8181818181818182,0.36363636363636365,0.9090909090909091,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.18181818181818182
splice-0b61e96684a9,0.7272727272727273,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.36363636363636365,0.45454545454545453,0.6363636363636364,1.0,0.18181818181818182,0.0,0.09090909090909091
student_portuguese_performance-3bb888dc8310,1.0,0.6363636363636364,0.2727272727272727,0.8181818181818182,0.5454545454545454,0.9090909090909091,0.7272727272727273,0.45454545454545453,0.0,0.36363636363636365,0.09090909090909091,0.18181818181818182
superconductivity-f6f2e1d679cc,1.0,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.45454545454545453,0.6363636363636364,0.5454545454545454,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909091
taiwanese_bankruptcy_prediction-e1d1c0962bcb,0.9090909090909091,1.0,0.8181818181818182,0.6363636363636364,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.7272727272727273,0.0,0.18181818181818182,0.09090909090909091
telemonitoring_parkinsons_biomedical_voi-c608f1a3d898,0.6363636363636364,0.5454545454545454,0.2727272727272727,0.0,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.8181818181818182,0.9090909090909091,0.7272727272727273,1.0
thyroid_discordant-1111dc4e4f7d,1.0,0.45454545454545453,0.36363636363636365,0.7272727272727273,0.6363636363636364,0.9090909090909091,0.2727272727272727,0.5454545454545454,0.8181818181818182,0.18181818181818182,0.0,0.09090909090909091
tour_travels_churn-638a10e1adbe,1.0,0.0,0.9090909090909091,0.5454545454545454,0.6363636363636364,0.18181818181818182,0.7272727272727273,0.8181818181818182,0.45454545454545453,0.2727272727272727,0.36363636363636365,0.09090909090909091
